id,week,checkout_price,base_price,num_orders,center_type,op_area,category,cuisine
1000371,57,446.23,445.23,526,TYPE_B,3.6,Rice Bowl,Indian
1000066,118,447.23,446.23,337,TYPE_A,4.8,Rice Bowl,Indian
1001115,20,445.23,446.23,270,TYPE_A,3,Rice Bowl,Indian
1001354,49,402.55,403.55,107,TYPE_A,3.8,Rice Bowl,Indian
1000793,43,445.23,445.23,594,TYPE_C,5.1,Rice Bowl,Indian
1001549,22,446.23,447.23,663,TYPE_C,5.1,Rice Bowl,Indian
1000361,126,422.95,421.95,242,TYPE_C,2.9,Rice Bowl,Indian
1000061,135,321.07,465.63,2186,TYPE_B,5.6,Rice Bowl,Indian
1000770,28,445.23,447.23,486,TYPE_B,5.6,Rice Bowl,Indian
1002141,11,447.23,447.23,136,TYPE_C,1.9,Rice Bowl,Indian
1000465,126,421.95,422.95,175,TYPE_A,3.4,Rice Bowl,Indian
1000953,99,404.55,402.55,231,TYPE_A,3.9,Rice Bowl,Indian
1001623,64,404.55,402.55,136,TYPE_A,3.9,Rice Bowl,Indian
1002102,109,427.83,425.83,323,TYPE_C,3.8,Rice Bowl,Indian
1000517,68,447.23,447.23,393,TYPE_C,2.8,Rice Bowl,Indian
1000182,134,466.63,466.63,635,TYPE_A,3.7,Rice Bowl,Indian
1001316,136,324.95,423.95,661,TYPE_C,4,Rice Bowl,Indian
1000603,19,426.83,425.83,134,TYPE_A,3.9,Rice Bowl,Indian
1000653,122,447.23,445.23,177,TYPE_A,3.9,Rice Bowl,Indian
1000789,65,427.83,425.83,283,TYPE_A,3.9,Rice Bowl,Indian
1000995,114,421.95,422.95,123,TYPE_A,4,Rice Bowl,Indian
1001044,54,402.55,403.55,94,TYPE_A,4,Rice Bowl,Indian
1000206,93,445.23,446.23,296,TYPE_A,2.7,Rice Bowl,Indian
1001512,23,425.83,425.83,161,TYPE_C,3,Rice Bowl,Indian
1000451,84,369.63,446.23,310,TYPE_A,3.6,Rice Bowl,Indian
1000998,98,446.23,447.23,256,TYPE_A,3.6,Rice Bowl,Indian
1002075,45,447.23,446.23,487,TYPE_A,3.6,Rice Bowl,Indian
1001237,74,402.55,402.55,419,TYPE_C,3.8,Rice Bowl,Indian
1001433,6,244.44,402.55,823,TYPE_C,3.8,Rice Bowl,Indian
1000200,5,240.56,445.23,2875,TYPE_A,4.5,Rice Bowl,Indian
1000703,56,402.55,403.55,148,TYPE_A,4,Rice Bowl,Indian
1001733,40,445.23,445.23,458,TYPE_C,3.9,Rice Bowl,Indian
1000668,91,340.53,445.23,351,TYPE_A,3.2,Rice Bowl,Indian
1000202,106,403.55,404.55,242,TYPE_A,3.8,Rice Bowl,Indian
1000133,37,445.23,447.23,40,TYPE_C,0.9,Rice Bowl,Indian
1001588,122,466.63,466.63,95,TYPE_C,0.9,Rice Bowl,Indian
1001810,87,426.83,425.83,54,TYPE_A,2.4,Rice Bowl,Indian
1002040,98,404.55,402.55,121,TYPE_C,2.8,Rice Bowl,Indian
1000684,49,403.55,404.55,202,TYPE_B,3.9,Rice Bowl,Indian
1000752,110,376.39,375.39,163,TYPE_C,2,Rice Bowl,Indian
1002125,95,402.55,403.55,445,TYPE_C,2,Rice Bowl,Indian
1000192,110,438.5,438.5,350,TYPE_A,3.9,Rice Bowl,Indian
1001082,25,247.38,427.83,1431,TYPE_A,3.4,Rice Bowl,Indian
1001460,8,425.83,425.83,284,TYPE_A,4.5,Rice Bowl,Indian
1001683,5,247.38,427.83,960,TYPE_A,4.5,Rice Bowl,Indian
1000320,47,446.23,445.23,123,TYPE_A,4,Rice Bowl,Indian
1001410,138,446.23,446.23,108,TYPE_A,2.8,Rice Bowl,Indian
1001081,108,403.55,403.55,229,TYPE_B,4,Rice Bowl,Indian
1000904,72,164.9,164.9,54,TYPE_A,4.1,Beverages,Italian
1001782,101,160.05,149.41,68,TYPE_A,4.1,Beverages,Italian
1002007,72,178.48,180.48,217,TYPE_B,4.7,Beverages,Italian
1000342,47,161.05,183.39,365,TYPE_B,3.6,Beverages,Italian
1001252,114,159.08,184.36,635,TYPE_B,3.6,Beverages,Italian
1000247,34,159.08,161.08,270,TYPE_A,4.8,Beverages,Italian
1000672,43,179.51,178.51,202,TYPE_C,2.8,Beverages,Italian
1000141,139,185.27,187.27,622,TYPE_B,4.4,Beverages,Italian
1001010,137,159.14,180.42,177,TYPE_A,4.1,Beverages,Italian
1000730,120,172.72,170.72,202,TYPE_A,4,Beverages,Italian
1001712,70,179.51,177.51,123,TYPE_A,4,Beverages,Italian
1001727,92,159.11,160.11,242,TYPE_A,4,Beverages,Italian
1001568,60,158.17,158.17,836,TYPE_B,5.6,Beverages,Italian
1000063,94,160.05,161.05,661,TYPE_A,4.8,Beverages,Italian
1001578,7,158.17,156.17,204,TYPE_A,4.8,Beverages,Italian
1001769,89,153.29,178.51,229,TYPE_B,4.1,Beverages,Italian
1000615,84,185.33,183.33,231,TYPE_C,2,Beverages,Italian
1001833,119,182.42,181.42,202,TYPE_C,2,Beverages,Italian
1000572,45,166.87,165.87,80,TYPE_C,1.9,Beverages,Italian
1001320,120,192.09,193.09,513,TYPE_A,7,Beverages,Italian
1000169,78,180.48,179.48,188,TYPE_A,3.9,Beverages,Italian
1000780,55,176.6,174.6,80,TYPE_A,3.4,Beverages,Italian
1000981,143,150.41,175.63,150,TYPE_A,3.4,Beverages,Italian
1001182,131,176.6,175.6,204,TYPE_C,3.8,Beverages,Italian
1001307,84,177.51,177.51,40,TYPE_B,4.2,Beverages,Italian
1002158,137,151.32,152.32,108,TYPE_B,4.2,Beverages,Italian
1001100,126,181.45,179.45,850,TYPE_A,3.7,Beverages,Italian
1001317,98,160.08,161.08,82,TYPE_B,3.8,Beverages,Italian
1001654,122,179.48,180.48,54,TYPE_B,3.8,Beverages,Italian
1000404,88,161.05,181.45,649,TYPE_A,2.7,Beverages,Italian
1001247,91,163.99,184.33,109,TYPE_C,3.8,Beverages,Italian
1001872,76,183.39,183.39,311,TYPE_A,3.8,Beverages,Italian
1000080,107,163.02,161.02,487,TYPE_A,3.5,Beverages,Italian
1001505,66,163.99,181.42,242,TYPE_A,3.5,Beverages,Italian
1001678,140,172.72,172.72,161,TYPE_A,4,Beverages,Italian
1000906,36,163.99,184.33,690,TYPE_A,3.4,Beverages,Italian
1000578,109,164.9,164.9,215,TYPE_B,5,Beverages,Italian
1000279,109,181.45,181.45,744,TYPE_A,7,Beverages,Italian
1001677,122,191.09,193.09,647,TYPE_A,7,Beverages,Italian
1001064,113,161.02,161.02,135,TYPE_A,3.8,Beverages,Italian
1001105,89,163.02,180.45,135,TYPE_A,3.8,Beverages,Italian
1000875,69,181.39,181.39,285,TYPE_B,7,Beverages,Italian
1001564,136,190.15,191.15,580,TYPE_B,7,Beverages,Italian
1000101,67,168.78,170.78,161,TYPE_A,4.4,Beverages,Italian
1001507,54,172.66,174.66,148,TYPE_A,4.4,Beverages,Italian
1001017,55,184.33,183.33,54,TYPE_C,0.9,Beverages,Italian
1001194,133,163.99,193.03,136,TYPE_C,0.9,Beverages,Italian
1000564,142,156.2,176.54,95,TYPE_C,2,Beverages,Italian
1002034,41,175.6,174.6,109,TYPE_A,3.4,Beverages,Italian
1001004,47,161.99,182.39,730,TYPE_A,4,Beverages,Italian
1001008,41,177.54,178.54,352,TYPE_C,4,Beverages,Italian
1001881,56,155.26,175.63,162,TYPE_A,2.8,Beverages,Italian
1001199,123,427.8,511.25,41,TYPE_A,4.1,Pasta,Italian
1000006,107,533.53,533.53,53,TYPE_A,3.9,Pasta,Italian
1001479,53,437.5,553.93,26,TYPE_A,4.8,Pasta,Italian
1000731,90,426.83,513.13,42,TYPE_C,2.8,Pasta,Italian
1001267,114,435.53,532.53,149,TYPE_A,5.1,Pasta,Italian
1001627,10,553.93,552.93,40,TYPE_A,3.8,Pasta,Italian
1002175,2,485,533.53,134,TYPE_B,5.6,Pasta,Italian
1000593,54,438.5,533.53,82,TYPE_A,7,Pasta,Italian
1000422,54,438.5,553.93,26,TYPE_A,3.9,Pasta,Italian
1001548,97,423.89,515.13,26,TYPE_A,3.4,Pasta,Italian
1000117,133,427.8,428.8,27,TYPE_C,3.8,Pasta,Italian
1001734,78,534.53,534.53,123,TYPE_A,4.4,Pasta,Italian
1001145,43,534.53,532.53,135,TYPE_A,3.7,Pasta,Italian
1001482,43,553.93,552.93,40,TYPE_A,4.1,Pasta,Italian
1000565,78,513.13,515.13,67,TYPE_C,3,Pasta,Italian
1001696,105,435.53,533.53,80,TYPE_A,3.8,Pasta,Italian
1000643,81,514.13,514.13,80,TYPE_A,3.8,Pasta,Italian
1001072,100,534.53,532.53,40,TYPE_A,3.4,Pasta,Italian
1000778,109,486.94,486.94,96,TYPE_B,5,Pasta,Italian
1000877,84,514.13,514.13,176,TYPE_B,5,Pasta,Italian
1001815,108,486.94,486.94,80,TYPE_B,5,Pasta,Italian
1001566,57,533.53,533.53,53,TYPE_A,7,Pasta,Italian
1000199,122,427.8,508.31,96,TYPE_A,3.8,Pasta,Italian
1000242,129,428.8,508.31,54,TYPE_A,3.8,Pasta,Italian
1002011,106,436.53,532.53,149,TYPE_B,7,Pasta,Italian
1002136,52,436.5,552.93,27,TYPE_A,2.4,Pasta,Italian
1000153,107,509.31,508.31,68,TYPE_C,2.8,Pasta,Italian
1000474,97,423.89,513.13,53,TYPE_C,2,Pasta,Italian
1000940,58,532.53,533.53,68,TYPE_A,3.9,Pasta,Italian
1000273,46,435.59,552.93,55,TYPE_C,4,Pasta,Italian
1001399,26,484.03,552.93,13,TYPE_C,4,Pasta,Italian
1000471,91,437.53,534.53,26,TYPE_C,4,Pasta,Italian
1001389,12,486.03,485.03,68,TYPE_A,2.8,Pasta,Italian
1001275,113,310.43,309.43,203,TYPE_A,4.1,Sandwich,Italian
1001323,109,259.99,310.43,447,TYPE_A,4.1,Sandwich,Italian
1001209,69,245.44,327.86,486,TYPE_B,4.7,Sandwich,Italian
1002032,76,246.38,290.03,838,TYPE_B,3.6,Sandwich,Italian
1000783,139,326.92,326.92,445,TYPE_A,5.3,Sandwich,Italian
1000414,97,244.5,310.43,784,TYPE_A,4.8,Sandwich,Italian
1000952,104,329.86,327.86,297,TYPE_A,3.9,Sandwich,Italian
1001895,142,327.92,325.92,190,TYPE_C,2.8,Sandwich,Italian
1001902,139,378.33,379.33,541,TYPE_B,4.4,Sandwich,Italian
1000571,97,243.5,299.76,472,TYPE_A,3,Sandwich,Italian
1000820,145,377.33,377.33,243,TYPE_A,3,Sandwich,Italian
1000165,82,309.43,311.43,352,TYPE_A,4,Sandwich,Italian
1000992,145,326.92,326.92,204,TYPE_A,3.8,Sandwich,Italian
1000017,9,298.76,298.76,771,TYPE_C,5.1,Sandwich,Italian
1000054,86,310.43,309.43,96,TYPE_C,2.9,Sandwich,Italian
1000899,73,349.23,350.23,688,TYPE_A,4.8,Sandwich,Italian
1001358,105,334.71,334.71,204,TYPE_C,2,Sandwich,Italian
1001796,126,346.29,348.29,55,TYPE_C,1.9,Sandwich,Italian
1000871,134,325.92,326.92,323,TYPE_C,3.6,Sandwich,Italian
1001573,24,280.36,281.36,162,TYPE_C,3.6,Sandwich,Italian
1001408,52,320.16,319.16,770,TYPE_A,7,Sandwich,Italian
1001800,143,378.33,379.33,688,TYPE_A,7,Sandwich,Italian
1001498,131,346.29,348.29,1095,TYPE_B,6.3,Sandwich,Italian
1001688,98,246.44,320.13,1215,TYPE_B,6.3,Sandwich,Italian
1002060,133,325.92,327.92,283,TYPE_A,3.4,Sandwich,Italian
1001351,16,279.36,281.36,297,TYPE_A,3.9,Sandwich,Italian
1001835,115,311.43,309.43,176,TYPE_C,3.8,Sandwich,Italian
1001335,91,303.64,302.64,622,TYPE_A,4.4,Sandwich,Italian
1000541,46,272.57,319.13,285,TYPE_C,2.8,Sandwich,Italian
1000526,70,320.13,320.13,931,TYPE_A,3.7,Sandwich,Italian
1001202,131,326.92,326.92,258,TYPE_C,4,Sandwich,Italian
1001481,100,328.86,328.86,432,TYPE_C,4,Sandwich,Italian
1000478,137,325.92,327.92,499,TYPE_A,3.9,Sandwich,Italian
1001730,80,291.03,291.03,230,TYPE_A,2.7,Sandwich,Italian
1001842,43,319.13,321.13,513,TYPE_A,4.2,Sandwich,Italian
1001268,95,248.35,320.13,932,TYPE_A,3.6,Sandwich,Italian
1001447,142,377.33,379.33,284,TYPE_A,3.6,Sandwich,Italian
1001961,135,377.33,377.33,445,TYPE_A,3.6,Sandwich,Italian
1000220,121,326.92,326.92,377,TYPE_A,3.8,Sandwich,Italian
1000537,23,321.13,319.13,553,TYPE_A,3.5,Sandwich,Italian
1001347,81,321.13,321.13,366,TYPE_A,3.5,Sandwich,Italian
1000282,131,325.92,327.92,528,TYPE_A,4,Sandwich,Italian
1001695,77,321.13,319.13,284,TYPE_A,7,Sandwich,Italian
1001698,10,243.5,300.76,1324,TYPE_A,7,Sandwich,Italian
1000959,14,328.86,329.86,258,TYPE_A,4.4,Sandwich,Italian
1001094,66,329.86,328.86,162,TYPE_A,4.4,Sandwich,Italian
1001692,138,327.92,326.92,149,TYPE_A,4.4,Sandwich,Italian
1002127,141,325.92,327.92,163,TYPE_A,2.8,Sandwich,Italian
1000369,81,311.43,310.43,176,TYPE_A,3.4,Sandwich,Italian
1000566,106,327.86,327.86,231,TYPE_A,4,Sandwich,Italian
1000624,2,328.83,330.83,324,TYPE_A,4,Sandwich,Italian
1001440,99,328.86,328.86,177,TYPE_A,4,Sandwich,Italian
1000830,36,318.19,318.19,392,TYPE_C,4,Sandwich,Italian
1000636,92,299.76,298.76,364,TYPE_A,4.5,Sandwich,Italian
1001372,50,639.23,641.23,229,TYPE_A,4.1,Pizza,Continental
1001143,54,641.23,640.23,271,TYPE_B,4.7,Pizza,Continental
1001242,120,652.84,652.84,204,TYPE_B,4.7,Pizza,Continental
1001776,122,669.33,668.33,149,TYPE_A,3.9,Pizza,Continental
1001085,16,640.23,639.23,80,TYPE_A,4.8,Pizza,Continental
1001289,14,622.8,622.8,149,TYPE_B,4.4,Pizza,Continental
1001128,66,680.03,678.03,68,TYPE_A,3,Pizza,Continental
1002045,9,573.3,573.3,283,TYPE_A,3,Pizza,Continental
1001168,27,484.03,641.23,298,TYPE_A,4.1,Pizza,Continental
1001938,99,533.5,678.03,352,TYPE_A,5.1,Pizza,Continental
1000433,25,615.04,615.04,81,TYPE_A,3.8,Pizza,Continental
1001907,52,680.03,679.03,68,TYPE_C,2,Pizza,Continental
1000470,144,549.08,548.08,176,TYPE_C,2.7,Pizza,Continental
1001069,108,486.03,679.03,433,TYPE_C,2.7,Pizza,Continental
1001454,2,582.03,618.89,339,TYPE_C,2.7,Pizza,Continental
1001994,8,610.13,610.13,27,TYPE_C,1.9,Pizza,Continental
1000817,77,679.03,680.03,68,TYPE_A,7,Pizza,Continental
1000884,49,679.03,679.03,217,TYPE_A,7,Pizza,Continental
1001716,140,549.08,548.08,229,TYPE_A,3.9,Pizza,Continental
1000521,62,438.47,680.03,298,TYPE_B,6.3,Pizza,Continental
1000034,90,486.03,641.23,109,TYPE_A,3.4,Pizza,Continental
1000441,130,486.03,660.63,392,TYPE_A,3.9,Pizza,Continental
1001543,2,581.03,611.13,175,TYPE_A,3.9,Pizza,Continental
1001467,33,639.23,641.23,149,TYPE_B,4.2,Pizza,Continental
1001288,66,678.03,680.03,82,TYPE_A,3.7,Pizza,Continental
1000768,50,641.23,640.23,68,TYPE_A,3.9,Pizza,Continental
1001966,84,484.03,640.23,501,TYPE_A,4.1,Pizza,Continental
1001489,37,438.5,679.03,1067,TYPE_A,3.6,Pizza,Continental
1002090,6,612.13,610.13,135,TYPE_A,3.6,Pizza,Continental
1000343,21,485.03,641.23,256,TYPE_A,3.8,Pizza,Continental
1001133,131,484.03,659.63,188,TYPE_A,4,Pizza,Continental
1001338,8,608.19,608.19,123,TYPE_B,5,Pizza,Continental
1001343,42,679.03,679.03,82,TYPE_C,3.9,Pizza,Continental
1000664,94,679.03,680.03,94,TYPE_A,3.2,Pizza,Continental
1001884,10,602.4,602.4,96,TYPE_A,3.2,Pizza,Continental
1001083,80,678.03,678.03,188,TYPE_B,7,Pizza,Continental
1000185,12,533.53,583.03,149,TYPE_A,4.4,Pizza,Continental
1001625,41,641.23,640.23,28,TYPE_A,2.4,Pizza,Continental
1000398,31,641.23,640.23,134,TYPE_B,3.9,Pizza,Continental
1000912,41,639.23,641.23,67,TYPE_A,3.4,Pizza,Continental
1001033,73,639.23,639.23,163,TYPE_A,3.4,Pizza,Continental
1002077,37,434.59,641.23,526,TYPE_C,4,Pizza,Continental
1002042,34,641.23,640.23,82,TYPE_B,4,Pizza,Continental
1001437,110,139.74,137.74,27,TYPE_A,4.1,Beverages,Indian
1000338,97,153.26,153.26,26,TYPE_A,4.8,Beverages,Indian
1000021,111,153.26,153.26,27,TYPE_C,2.8,Beverages,Indian
1000892,45,150.35,152.35,69,TYPE_A,3,Beverages,Indian
1000203,95,155.26,155.26,41,TYPE_A,4,Beverages,Indian
1000814,118,155.26,153.26,68,TYPE_A,4,Beverages,Indian
1002097,47,115.46,147.5,81,TYPE_A,3.8,Beverages,Indian
1001736,53,155.26,155.26,41,TYPE_C,5.1,Beverages,Indian
1000644,85,94.15,149.38,310,TYPE_C,2.9,Beverages,Indian
1000996,80,97,153.26,81,TYPE_C,2.9,Beverages,Indian
1000060,98,154.26,154.26,15,TYPE_A,4.8,Beverages,Indian
1000032,97,155.26,155.26,231,TYPE_B,6.3,Beverages,Indian
1000325,42,149.38,149.38,148,TYPE_B,6.3,Beverages,Indian
1001042,34,150.35,150.35,204,TYPE_B,6.3,Beverages,Indian
1001534,37,155.26,260.93,54,TYPE_A,3.4,Beverages,Indian
1001604,125,137.74,138.74,26,TYPE_C,3.8,Beverages,Indian
1000366,131,164.93,164.93,41,TYPE_A,4.4,Beverages,Indian
1001585,49,92.21,150.38,40,TYPE_B,4.2,Beverages,Indian
1001243,93,153.26,154.26,15,TYPE_C,2.8,Beverages,Indian
1001547,24,97.06,262.93,175,TYPE_C,4,Beverages,Indian
1001157,83,151.32,151.32,122,TYPE_C,4,Beverages,Indian
1000181,112,143.59,144.59,40,TYPE_A,3.9,Beverages,Indian
1002111,39,153.26,154.26,41,TYPE_A,3.9,Beverages,Indian
1000802,109,154.26,155.26,55,TYPE_A,2.7,Beverages,Indian
1000760,124,97,153.26,150,TYPE_A,4.2,Beverages,Indian
1000616,96,155.26,153.26,54,TYPE_A,3.8,Beverages,Indian
1001844,117,154.26,153.26,28,TYPE_A,3.8,Beverages,Indian
1000128,115,145.5,145.5,28,TYPE_C,3.8,Beverages,Indian
1001104,28,154.26,253.23,54,TYPE_A,4.5,Beverages,Indian
1001975,78,96.09,153.26,122,TYPE_A,3.8,Beverages,Indian
1000214,38,154.26,154.26,81,TYPE_A,3.4,Beverages,Indian
1000347,20,251.23,253.23,41,TYPE_A,3.4,Beverages,Indian
1000646,129,157.17,156.17,26,TYPE_A,3.4,Beverages,Indian
1000086,132,154.26,155.26,67,TYPE_B,5,Beverages,Indian
1001001,98,146.5,147.5,28,TYPE_A,3.2,Beverages,Indian
1000389,22,235.74,261.93,15,TYPE_A,3.8,Beverages,Indian
1001649,4,92.15,146.5,28,TYPE_C,2.8,Beverages,Indian
1000154,21,253.2,252.2,40,TYPE_B,3.9,Beverages,Indian
1000482,128,146.5,146.5,27,TYPE_B,3.9,Beverages,Indian
1001117,52,153.26,155.26,55,TYPE_A,3.9,Beverages,Indian
1001506,129,157.17,184.33,28,TYPE_A,3.9,Beverages,Indian
1000931,129,155.26,153.26,55,TYPE_A,4.5,Beverages,Indian
1001555,24,97.06,261.93,163,TYPE_A,4.5,Beverages,Indian
1000588,145,150.38,151.38,53,TYPE_C,4,Beverages,Indian
1001070,50,96.09,155.26,40,TYPE_C,4,Beverages,Indian
1001465,45,155.26,154.26,121,TYPE_C,4,Beverages,Indian
1001520,38,327.89,327.89,161,TYPE_A,4.1,Salad,Italian
1002053,124,283.3,282.3,283,TYPE_A,4.1,Salad,Italian
1000480,68,327.89,326.89,393,TYPE_A,4.8,Salad,Italian
1000045,100,299.73,301.73,445,TYPE_A,3.9,Salad,Italian
1000430,89,311.43,309.43,580,TYPE_A,4.8,Salad,Italian
1001807,107,281.3,281.3,310,TYPE_C,2.9,Salad,Italian
1001281,35,332.71,333.71,107,TYPE_C,2,Salad,Italian
1000859,74,321.13,321.13,244,TYPE_C,2.7,Salad,Italian
1002015,47,327.89,326.89,338,TYPE_C,3.6,Salad,Italian
1001407,124,302.64,302.64,944,TYPE_B,6.3,Salad,Italian
1001792,21,327.89,326.89,162,TYPE_A,3.4,Salad,Italian
1000960,60,286.15,336.65,730,TYPE_A,4.4,Salad,Italian
1001997,120,282.3,283.3,323,TYPE_B,4.2,Salad,Italian
1001061,64,277.42,321.13,755,TYPE_A,3.7,Salad,Italian
1001413,64,327.89,328.89,310,TYPE_C,4,Salad,Italian
1002089,46,327.89,328.89,217,TYPE_C,4,Salad,Italian
1001766,90,315.28,315.28,216,TYPE_A,2.7,Salad,Italian
1001229,88,311.43,310.43,285,TYPE_A,4.1,Salad,Italian
1002026,120,281.3,282.3,540,TYPE_C,3.8,Salad,Italian
1000075,83,306.52,308.52,472,TYPE_A,4.5,Salad,Italian
1000155,68,321.13,319.13,258,TYPE_A,3.5,Salad,Italian
1001371,45,326.89,328.89,499,TYPE_A,4,Salad,Italian
1000084,31,334.71,332.71,446,TYPE_A,3.4,Salad,Italian
1000131,84,304.64,302.64,365,TYPE_A,3.4,Salad,Italian
1000510,65,320.16,320.16,634,TYPE_B,5,Salad,Italian
1001183,76,320.13,320.13,216,TYPE_A,3.2,Salad,Italian
1001185,113,303.64,304.64,364,TYPE_C,0.9,Salad,Italian
1000370,56,261.93,327.89,419,TYPE_B,3.9,Salad,Italian
1002086,85,299.79,298.79,351,TYPE_B,3.9,Salad,Italian
1000374,82,252.26,309.43,1094,TYPE_C,4,Salad,Italian
1001724,68,336.65,335.65,474,TYPE_C,4,Salad,Italian
1001876,1,260.99,260.93,554,TYPE_A,4.1,Sandwich,Italian
1000252,80,309.43,311.43,284,TYPE_A,4.5,Sandwich,Italian
1000002,143,328.86,327.86,149,TYPE_B,4.7,Sandwich,Italian
1000083,92,194.03,321.07,1027,TYPE_B,4.7,Sandwich,Italian
1000229,47,244.5,311.43,419,TYPE_B,4.7,Sandwich,Italian
1001144,6,290.03,291.03,176,TYPE_B,4.7,Sandwich,Italian
1002153,144,327.86,328.86,204,TYPE_A,5.3,Sandwich,Italian
1001228,119,290.06,290.06,647,TYPE_A,4.8,Sandwich,Italian
1001969,60,243.5,289.06,3605,TYPE_A,4.8,Sandwich,Italian
1001745,104,321.07,323.07,310,TYPE_C,2.8,Sandwich,Italian
1001717,1,254.17,322.04,337,TYPE_B,4.4,Sandwich,Italian
1002172,9,312.4,311.4,256,TYPE_B,4.4,Sandwich,Italian
1000176,121,192.06,323.04,1201,TYPE_A,3,Sandwich,Italian
1002179,43,291.06,291.06,366,TYPE_A,4.1,Sandwich,Italian
1000302,24,334.71,333.71,80,TYPE_A,4.8,Sandwich,Italian
1001545,130,311.4,312.4,107,TYPE_A,4.8,Sandwich,Italian
1000023,6,290.06,289.06,230,TYPE_B,4.1,Sandwich,Italian
1001955,18,290.06,291.06,243,TYPE_B,4.1,Sandwich,Italian
1000452,73,290.03,291.03,162,TYPE_C,2,Sandwich,Italian
1002120,89,321.07,323.07,337,TYPE_A,4.6,Sandwich,Italian
1000495,32,242.5,290.06,2147,TYPE_C,3.6,Sandwich,Italian
1000738,95,289.06,291.06,215,TYPE_C,3.6,Sandwich,Italian
1000339,11,243.5,302.64,1106,TYPE_A,7,Sandwich,Italian
1001729,104,324.04,322.04,229,TYPE_B,6.3,Sandwich,Italian
1001397,35,309.43,311.43,257,TYPE_C,3.8,Sandwich,Italian
1000631,17,324.04,322.04,122,TYPE_A,4.4,Sandwich,Italian
1000210,31,289.06,289.06,297,TYPE_B,4.2,Sandwich,Italian
1000379,117,288.15,288.15,135,TYPE_B,4.2,Sandwich,Italian
1000110,139,327.86,329.86,364,TYPE_A,3.7,Sandwich,Italian
1000810,35,311.43,310.43,514,TYPE_A,3.7,Sandwich,Italian
1001519,98,290.06,290.06,310,TYPE_C,4,Sandwich,Italian
1000812,34,259.99,258.99,229,TYPE_A,3.9,Sandwich,Italian
1000093,59,289.06,291.06,351,TYPE_A,4,Sandwich,Italian
1001855,69,193.09,291.03,1230,TYPE_A,4.2,Sandwich,Italian
1001018,22,245.44,291.03,593,TYPE_C,3,Sandwich,Italian
1001324,37,311.43,309.43,163,TYPE_C,3,Sandwich,Italian
1000597,33,309.43,309.43,15,TYPE_A,4.5,Sandwich,Italian
1000120,47,248.38,311.4,528,TYPE_A,3.5,Sandwich,Italian
1001130,44,290.06,291.06,310,TYPE_A,4,Sandwich,Italian
1001704,145,344.35,346.35,121,TYPE_A,3.2,Sandwich,Italian
1001971,46,244.5,312.4,622,TYPE_A,3.2,Sandwich,Italian
1001802,4,291.06,291.06,203,TYPE_A,3.8,Sandwich,Italian
1001435,76,244.5,311.43,204,TYPE_A,4.4,Sandwich,Italian
1000905,15,322.04,323.04,28,TYPE_C,0.9,Sandwich,Italian
1002073,34,324.04,323.04,15,TYPE_C,0.9,Sandwich,Italian
1000915,38,274.51,275.51,378,TYPE_A,2.8,Sandwich,Italian
1002014,118,281.36,279.36,121,TYPE_A,2.8,Sandwich,Italian
1001222,144,290.06,291.06,175,TYPE_C,2.8,Sandwich,Italian
1001402,117,287.15,286.15,149,TYPE_B,3.9,Sandwich,Italian
1001204,126,324.04,322.04,392,TYPE_B,4.4,Sandwich,Italian
1000750,136,323.07,323.07,458,TYPE_C,4,Sandwich,Italian
1001208,9,290.03,292.03,269,TYPE_C,4,Sandwich,Italian
1001047,126,322.04,323.04,865,TYPE_C,4,Sandwich,Italian
1002096,129,513.19,660.63,80,TYPE_A,4.1,Pizza,Continental
1001915,145,547.08,547.08,148,TYPE_A,5.3,Pizza,Continental
1002008,30,641.23,639.23,107,TYPE_A,4.8,Pizza,Continental
1000267,8,615.95,617.95,107,TYPE_A,4.8,Pizza,Continental
1001066,79,463.69,639.23,69,TYPE_A,4.8,Pizza,Continental
1001388,28,641.23,641.23,27,TYPE_C,2.8,Pizza,Continental
1000036,4,611.13,612.13,136,TYPE_A,4,Pizza,Continental
1001990,100,639.23,639.23,14,TYPE_A,4,Pizza,Continental
1001565,29,728.53,727.53,67,TYPE_A,5.1,Pizza,Continental
1001666,51,679.03,679.03,215,TYPE_A,5.1,Pizza,Continental
1000670,48,640.23,641.23,41,TYPE_A,3.8,Pizza,Continental
1001160,104,680.03,680.03,135,TYPE_B,5.6,Pizza,Continental
1000410,114,470.45,699.43,391,TYPE_C,2,Pizza,Continental
1000428,135,547.08,639.23,215,TYPE_C,2.7,Pizza,Continental
1000453,37,442.38,680.03,460,TYPE_C,2.7,Pizza,Continental
1002065,63,447.2,680.03,242,TYPE_C,1.9,Pizza,Continental
1001504,24,640.23,639.23,54,TYPE_C,3.6,Pizza,Continental
1000268,124,513.19,660.63,41,TYPE_A,3.9,Pizza,Continental
1000533,85,495.67,641.23,177,TYPE_B,4.2,Pizza,Continental
1000042,105,678.03,678.03,81,TYPE_A,3.7,Pizza,Continental
1001926,117,697.43,698.43,82,TYPE_A,3.7,Pizza,Continental
1002108,2,581.03,612.13,216,TYPE_A,3.7,Pizza,Continental
1000136,22,639.23,639.23,108,TYPE_C,4,Pizza,Continental
1001762,88,485.03,641.23,204,TYPE_C,4,Pizza,Continental
1000044,120,698.43,699.43,54,TYPE_C,4,Pizza,Continental
1001166,53,678.03,679.03,176,TYPE_C,4,Pizza,Continental
